dProduct_ProductID,dProduct_ProductName,dProduct_Category,dProduct_Segment,dProduct_Manufacturer,dProduct_Product_Name_Rev,dProduct_ProductName_for_Sentiment,dProduct_Manufacturer_for_Sentiment
481,UM-86,Urban,Moderation,VanArsdel,UM-86,,
482,UM-87,Urban,Moderation,VanArsdel,UM-87 (No Revenue),,
483,UM-88,Urban,Moderation,VanArsdel,UM-88,,
484,UM-89,Urban,Moderation,VanArsdel,UM-89 (No Revenue),,
485,UM-90,Urban,Moderation,VanArsdel,UM-90 (No Revenue),,
486,UM-91,Urban,Moderation,VanArsdel,UM-91 (No Revenue),,
487,UM-92,Urban,Moderation,VanArsdel,UM-92,,
488,UM-93,Urban,Moderation,VanArsdel,UM-93 (No Revenue),,
489,UM-94,Urban,Moderation,VanArsdel,UM-94,,
490,UM-95,Urban,Moderation,VanArsdel,UM-95,,
491,UM-96,Urban,Moderation,VanArsdel,UM-96,,
492,UM-97,Urban,Moderation,VanArsdel,UM-97,,
493,UM-98,Urban,Moderation,VanArsdel,UM-98 (No Revenue),,
494,UM-99,Urban,Moderation,VanArsdel,UM-99,,
495,UM-00,Urban,Moderation,VanArsdel,UM-00,,
496,UM-01,Urban,Moderation,VanArsdel,UM-01,,
497,UM-02,Urban,Moderation,VanArsdel,UM-02,,
498,UM-03,Urban,Moderation,VanArsdel,UM-03,,
499,UM-04,Urban,Moderation,VanArsdel,UM-04,,
500,UM-05,Urban,Moderation,VanArsdel,UM-05,,
501,UM-06,Urban,Moderation,VanArsdel,UM-06,,
502,UM-07,Urban,Moderation,VanArsdel,UM-07,,
503,UM-08,Urban,Moderation,VanArsdel,UM-08,,
504,UM-09,Urban,Moderation,VanArsdel,UM-09,,
505,UM-10,Urban,Moderation,VanArsdel,UM-10,,
506,UM-11,Urban,Moderation,VanArsdel,UM-11,,
507,UM-12,Urban,Moderation,VanArsdel,UM-12,,
508,UM-13,Urban,Moderation,VanArsdel,UM-13,,
509,UM-14,Urban,Moderation,VanArsdel,UM-14,,
510,UM-15,Urban,Moderation,VanArsdel,UM-15,,
511,UM-16,Urban,Moderation,VanArsdel,UM-16,,
512,UR-01,Urban,Regular,VanArsdel,UR-01,,
513,UE-01,Urban,Extreme,VanArsdel,UE-01,,
514,UE-02,Urban,Extreme,VanArsdel,UE-02,,
515,UE-03,Urban,Extreme,VanArsdel,UE-03,,
516,UE-04,Urban,Extreme,VanArsdel,UE-04,,
517,UE-05,Urban,Extreme,VanArsdel,UE-05,,
518,UE-06,Urban,Extreme,VanArsdel,UE-06,,
519,UE-07,Urban,Extreme,VanArsdel,UE-07,,
520,UE-08,Urban,Extreme,VanArsdel,UE-08,,
521,UE-09,Urban,Extreme,VanArsdel,UE-09,,
522,UE-10,Urban,Extreme,VanArsdel,UE-10,,
523,UE-11,Urban,Extreme,VanArsdel,UE-11,,
524,UE-12,Urban,Extreme,VanArsdel,UE-12,,
525,UE-13,Urban,Extreme,VanArsdel,UE-13,,
526,UE-14,Urban,Extreme,VanArsdel,UE-14,,
527,UE-15,Urban,Extreme,VanArsdel,UE-15,,
528,UE-16,Urban,Extreme,VanArsdel,UE-16,,
529,UE-17,Urban,Extreme,VanArsdel,UE-17,,
530,UE-18,Urban,Extreme,VanArsdel,UE-18,,
531,UE-19,Urban,Extreme,VanArsdel,UE-19,,
532,UE-20,Urban,Extreme,VanArsdel,UE-20,,
533,UE-21,Urban,Extreme,VanArsdel,UE-21,,
534,UE-22,Urban,Extreme,VanArsdel,UE-22,,
535,UE-23,Urban,Extreme,VanArsdel,UE-23,,
536,UC-01,Urban,Convenience,VanArsdel,UC-01,,
537,UC-02,Urban,Convenience,VanArsdel,UC-02,,
538,UC-03,Urban,Convenience,VanArsdel,UC-03,,
539,UC-04,Urban,Convenience,VanArsdel,UC-04,,
540,UC-05,Urban,Convenience,VanArsdel,UC-05,,
541,UC-06,Urban,Convenience,VanArsdel,UC-06,,
542,UC-07,Urban,Convenience,VanArsdel,UC-07,,
543,UC-08,Urban,Convenience,VanArsdel,UC-08,,
544,UC-09,Urban,Convenience,VanArsdel,UC-09,,
545,UC-10,Urban,Convenience,VanArsdel,UC-10,,
546,UC-11,Urban,Convenience,VanArsdel,UC-11,,
547,UC-12,Urban,Convenience,VanArsdel,UC-12,,
548,UC-13,Urban,Convenience,VanArsdel,UC-13,,
549,UC-14,Urban,Convenience,VanArsdel,UC-14,,
550,UC-15,Urban,Convenience,VanArsdel,UC-15,,
551,UC-16,Urban,Convenience,VanArsdel,UC-16,,
552,UC-17,Urban,Convenience,VanArsdel,UC-17,,
553,UC-18,Urban,Convenience,VanArsdel,UC-18,,
554,UC-19,Urban,Convenience,VanArsdel,UC-19,,
555,UC-20,Urban,Convenience,VanArsdel,UC-20,,
556,UC-21,Urban,Convenience,VanArsdel,UC-21,,
557,UC-22,Urban,Convenience,VanArsdel,UC-22,,
558,UC-23,Urban,Convenience,VanArsdel,UC-23,,
559,UC-24,Urban,Convenience,VanArsdel,UC-24,,
560,UC-25,Urban,Convenience,VanArsdel,UC-25,,
561,UC-26,Urban,Convenience,VanArsdel,UC-26,,
562,UC-27,Urban,Convenience,VanArsdel,UC-27,,
563,UC-28,Urban,Convenience,VanArsdel,UC-28,,
564,UC-29,Urban,Convenience,VanArsdel,UC-29,,
565,UC-30,Urban,Convenience,VanArsdel,UC-30,,
566,UC-31,Urban,Convenience,VanArsdel,UC-31,,
567,UC-32,Urban,Convenience,VanArsdel,UC-32,,
568,UC-33,Urban,Convenience,VanArsdel,UC-33,,
569,UC-34,Urban,Convenience,VanArsdel,UC-34,,
570,UC-35,Urban,Convenience,VanArsdel,UC-35,,
571,UC-36,Urban,Convenience,VanArsdel,UC-36,,
572,UC-37,Urban,Convenience,VanArsdel,UC-37,,
573,UC-38,Urban,Convenience,VanArsdel,UC-38,,
574,UC-39,Urban,Convenience,VanArsdel,UC-39,,
575,UC-40,Urban,Convenience,VanArsdel,UC-40,,
576,UC-41,Urban,Convenience,VanArsdel,UC-41,,
577,UC-42,Urban,Convenience,VanArsdel,UC-42,,
578,UC-43,Urban,Convenience,VanArsdel,UC-43,,
579,UC-44,Urban,Convenience,VanArsdel,UC-44,,
580,UC-45,Urban,Convenience,VanArsdel,UC-45,,
581,UC-46,Urban,Convenience,VanArsdel,UC-46,,
582,UC-47,Urban,Convenience,VanArsdel,UC-47,,
583,UC-48,Urban,Convenience,VanArsdel,UC-48,,
584,UC-49,Urban,Convenience,VanArsdel,UC-49,,
585,UC-50,Urban,Convenience,VanArsdel,UC-50,,
586,UC-51,Urban,Convenience,VanArsdel,UC-51,,
587,UC-52,Urban,Convenience,VanArsdel,UC-52,,
588,UC-53,Urban,Convenience,VanArsdel,UC-53,,
589,UC-54,Urban,Convenience,VanArsdel,UC-54,,
590,UC-55,Urban,Convenience,VanArsdel,UC-55,,
591,UC-56,Urban,Convenience,VanArsdel,UC-56,,
592,UC-57,Urban,Convenience,VanArsdel,UC-57,,
593,UC-58,Urban,Convenience,VanArsdel,UC-58,,
594,UC-59,Urban,Convenience,VanArsdel,UC-59,,
595,UC-60,Urban,Convenience,VanArsdel,UC-60,,
596,UC-61,Urban,Convenience,VanArsdel,UC-61,,
597,UC-62,Urban,Convenience,VanArsdel,UC-62,,
598,UC-63,Urban,Convenience,VanArsdel,UC-63,,
599,UC-64,Urban,Convenience,VanArsdel,UC-64,,
600,UC-65,Urban,Convenience,VanArsdel,UC-65,,
601,UC-66,Urban,Convenience,VanArsdel,UC-66,,
602,UC-67,Urban,Convenience,VanArsdel,UC-67,,
603,UC-68,Urban,Convenience,VanArsdel,UC-68,,
604,UC-69,Urban,Convenience,VanArsdel,UC-69,,
605,UC-70,Urban,Convenience,VanArsdel,UC-70,,
606,UC-71,Urban,Convenience,VanArsdel,UC-71 (No Revenue),,
607,UC-72,Urban,Convenience,VanArsdel,UC-72 (No Revenue),,
608,UC-73,Urban,Convenience,VanArsdel,UC-73 (No Revenue),,
609,UC-74,Urban,Convenience,VanArsdel,UC-74,,
610,UC-75,Urban,Convenience,VanArsdel,UC-75 (No Revenue),,
611,UC-76,Urban,Convenience,VanArsdel,UC-76,,
612,UC-77,Urban,Convenience,VanArsdel,UC-77 (No Revenue),,
613,UC-78,Urban,Convenience,VanArsdel,UC-78 (No Revenue),,
614,UC-79,Urban,Convenience,VanArsdel,UC-79,,
615,UC-80,Urban,Convenience,VanArsdel,UC-80,,
616,UC-81,Urban,Convenience,VanArsdel,UC-81,,
617,UC-82,Urban,Convenience,VanArsdel,UC-82 (No Revenue),,
618,UC-83,Urban,Convenience,VanArsdel,UC-83 (No Revenue),,
619,UC-84,Urban,Convenience,VanArsdel,UC-84,,
620,UC-85,Urban,Convenience,VanArsdel,UC-85 (No Revenue),,
621,UC-86,Urban,Convenience,VanArsdel,UC-86 (No Revenue),,
622,UC-87,Urban,Convenience,VanArsdel,UC-87,,
623,UC-88,Urban,Convenience,VanArsdel,UC-88 (No Revenue),,
624,UC-89,Urban,Convenience,VanArsdel,UC-89 (No Revenue),,
625,UC-90,Urban,Convenience,VanArsdel,UC-90,,
626,UC-91,Urban,Convenience,VanArsdel,UC-91,,
627,UC-92,Urban,Convenience,VanArsdel,UC-92,,
628,UC-93,Urban,Convenience,VanArsdel,UC-93,,
629,UC-94,Urban,Convenience,VanArsdel,UC-94,,
630,UC-95,Urban,Convenience,VanArsdel,UC-95,,
631,UC-96,Urban,Convenience,VanArsdel,UC-96 (No Revenue),,
632,UC-97,Urban,Convenience,VanArsdel,UC-97 (No Revenue),,
633,UC-98,Urban,Convenience,VanArsdel,UC-98,,
634,UC-99,Urban,Convenience,VanArsdel,UC-99 (No Revenue),,
635,UC-00,Urban,Convenience,VanArsdel,UC-00,,
636,UC-01,Urban,Convenience,VanArsdel,UC-01,,
637,UC-02,Urban,Convenience,VanArsdel,UC-02,,
638,UC-03,Urban,Convenience,VanArsdel,UC-03,,
639,UC-04,Urban,Convenience,VanArsdel,UC-04,,
640,UC-05,Urban,Convenience,VanArsdel,UC-05,,
641,UC-06,Urban,Convenience,VanArsdel,UC-06,,
642,UC-07,Urban,Convenience,VanArsdel,UC-07,,
643,UC-08,Urban,Convenience,VanArsdel,UC-08,,
644,UC-09,Urban,Convenience,VanArsdel,UC-09,,
645,UC-10,Urban,Convenience,VanArsdel,UC-10,,
646,UC-11,Urban,Convenience,VanArsdel,UC-11,,
647,UC-12,Urban,Convenience,VanArsdel,UC-12,,
648,UC-13,Urban,Convenience,VanArsdel,UC-13,,
649,UC-14,Urban,Convenience,VanArsdel,UC-14,,
650,UC-15,Urban,Convenience,VanArsdel,UC-15,,
651,UC-16,Urban,Convenience,VanArsdel,UC-16,,
652,UC-17,Urban,Convenience,VanArsdel,UC-17,,
653,UC-18,Urban,Convenience,VanArsdel,UC-18,,
654,UC-19,Urban,Convenience,VanArsdel,UC-19,,
655,UC-20,Urban,Convenience,VanArsdel,UC-20,,
656,UC-21,Urban,Convenience,VanArsdel,UC-21,,
657,UC-22,Urban,Convenience,VanArsdel,UC-22,,
658,UC-23,Urban,Convenience,VanArsdel,UC-23,,
659,UC-24,Urban,Convenience,VanArsdel,UC-24,,
660,UC-25,Urban,Convenience,VanArsdel,UC-25,,
661,UC-26,Urban,Convenience,VanArsdel,UC-26,,
662,UC-27,Urban,Convenience,VanArsdel,UC-27,,
663,UC-28,Urban,Convenience,VanArsdel,UC-28,,
664,UC-29,Urban,Convenience,VanArsdel,UC-29,,
665,UC-30,Urban,Convenience,VanArsdel,UC-30,,
666,UC-31,Urban,Convenience,VanArsdel,UC-31,,
667,UC-32,Urban,Convenience,VanArsdel,UC-32,,
668,UC-33,Urban,Convenience,VanArsdel,UC-33,,
669,UC-34,Urban,Convenience,VanArsdel,UC-34,,
670,UC-35,Urban,Convenience,VanArsdel,UC-35,,
671,UC-36,Urban,Convenience,VanArsdel,UC-36,,
672,UC-37,Urban,Convenience,VanArsdel,UC-37,,
673,UC-38,Urban,Convenience,VanArsdel,UC-38,,
674,UC-39,Urban,Convenience,VanArsdel,UC-39,,
675,UC-40,Urban,Convenience,VanArsdel,UC-40,,
676,UC-41,Urban,Convenience,VanArsdel,UC-41,,
677,UC-42,Urban,Convenience,VanArsdel,UC-42,,
678,UC-43,Urban,Convenience,VanArsdel,UC-43,,
679,UC-44,Urban,Convenience,VanArsdel,UC-44,,
680,UC-45,Urban,Convenience,VanArsdel,UC-45,,
681,UC-46,Urban,Convenience,VanArsdel,UC-46,,
682,UC-47,Urban,Convenience,VanArsdel,UC-47,,
683,UC-48,Urban,Convenience,VanArsdel,UC-48,,
684,UC-49,Urban,Convenience,VanArsdel,UC-49,,
685,UC-50,Urban,Convenience,VanArsdel,UC-50,,
686,UC-51,Urban,Convenience,VanArsdel,UC-51,,
687,UC-52,Urban,Convenience,VanArsdel,UC-52,,
688,UC-53,Urban,Convenience,VanArsdel,UC-53,,
689,UC-54,Urban,Convenience,VanArsdel,UC-54,,
690,UC-55,Urban,Convenience,VanArsdel,UC-55,,
691,UC-56,Urban,Convenience,VanArsdel,UC-56,,
692,UC-57,Urban,Convenience,VanArsdel,UC-57,,
693,UC-58,Urban,Convenience,VanArsdel,UC-58,,
694,MA-01,Mix,All Season,Natura,MA-01,MA-01,Natura
695,MA-02,Mix,All Season,Natura,MA-02,,
696,MA-03,Mix,All Season,Natura,MA-03,,
697,MA-04,Mix,All Season,Natura,MA-04,,
698,MA-05,Mix,All Season,Natura,MA-05,,
699,MA-06,Mix,All Season,Natura,MA-06,,
700,MA-07,Mix,All Season,Natura,MA-07,,
701,MA-08,Mix,All Season,Natura,MA-08,,
702,MA-09,Mix,All Season,Natura,MA-09,,
703,MA-10,Mix,All Season,Natura,MA-10,,
704,MA-11,Mix,All Season,Natura,MA-11,,
705,MA-12,Mix,All Season,Natura,MA-12,,
706,MA-13,Mix,All Season,Natura,MA-13,,
707,MA-14,Mix,All Season,Natura,MA-14,,
708,MA-15,Mix,All Season,Natura,MA-15,,
709,MA-16,Mix,All Season,Natura,MA-16,,
710,MA-17,Mix,All Season,Natura,MA-17,,
711,MA-18,Mix,All Season,Natura,MA-18,,
712,MA-19,Mix,All Season,Natura,MA-19,,
713,RP-01,Rural,Productivity,Natura,RP-01,,
714,RP-02,Rural,Productivity,Natura,RP-02,,
715,RP-03,Rural,Productivity,Natura,RP-03,,
716,RP-04,Rural,Productivity,Natura,RP-04,,
717,RP-05,Rural,Productivity,Natura,RP-05,,
718,RP-06,Rural,Productivity,Natura,RP-06,,
719,RP-07,Rural,Productivity,Natura,RP-07,,
720,RP-08,Rural,Productivity,Natura,RP-08,,
721,RP-09,Rural,Productivity,Natura,RP-09,,
722,RP-10,Rural,Productivity,Natura,RP-10,,
723,RP-11,Rural,Productivity,Natura,RP-11,,
724,RP-12,Rural,Productivity,Natura,RP-12,,
725,RP-13,Rural,Productivity,Natura,RP-13,,
726,RP-14,Rural,Productivity,Natura,RP-14,,
727,RP-15,Rural,Productivity,Natura,RP-15,,
728,RP-16,Rural,Productivity,Natura,RP-16,,
729,RP-17,Rural,Productivity,Natura,RP-17,,
730,RP-18,Rural,Productivity,Natura,RP-18,,
731,RP-19,Rural,Productivity,Natura,RP-19,,
732,RP-20,Rural,Productivity,Natura,RP-20,,
733,RP-21,Rural,Productivity,Natura,RP-21,,
734,RP-22,Rural,Productivity,Natura,RP-22,,
735,RP-23,Rural,Productivity,Natura,RP-23,,
736,RP-24,Rural,Productivity,Natura,RP-24,,
737,RP-25,Rural,Productivity,Natura,RP-25,,
738,RP-26,Rural,Productivity,Natura,RP-26,,
739,RP-27,Rural,Productivity,Natura,RP-27,,
740,RP-28,Rural,Productivity,Natura,RP-28,,
741,RP-29,Rural,Productivity,Natura,RP-29,,
742,RP-30,Rural,Productivity,Natura,RP-30,,
743,RP-31,Rural,Productivity,Natura,RP-31,,
744,RP-32,Rural,Productivity,Natura,RP-32,,
745,RP-33,Rural,Productivity,Natura,RP-33,,
746,RP-34,Rural,Productivity,Natura,RP-34,,
747,RP-35,Rural,Productivity,Natura,RP-35,,
748,RP-36,Rural,Productivity,Natura,RP-36,,
749,RP-37,Rural,Productivity,Natura,RP-37,,
750,RP-38,Rural,Productivity,Natura,RP-38,,
751,RP-39,Rural,Productivity,Natura,RP-39,,
752,RP-40,Rural,Productivity,Natura,RP-40,,
753,RP-41,Rural,Productivity,Natura,RP-41,,
754,RP-42,Rural,Productivity,Natura,RP-42,,
755,RP-43,Rural,Productivity,Natura,RP-43,,
756,RP-44,Rural,Productivity,Natura,RP-44,,
757,RP-45,Rural,Productivity,Natura,RP-45,,
758,RP-46,Rural,Productivity,Natura,RP-46,,
759,RP-47,Rural,Productivity,Natura,RP-47,,
760,RP-48,Rural,Productivity,Natura,RP-48,,
761,RP-49,Rural,Productivity,Natura,RP-49,,
762,RP-50,Rural,Productivity,Natura,RP-50,,
763,RP-51,Rural,Productivity,Natura,RP-51,,
764,RP-52,Rural,Productivity,Natura,RP-52,,
765,RP-53,Rural,Productivity,Natura,RP-53,,
766,RP-54,Rural,Productivity,Natura,RP-54,,
767,RP-55,Rural,Productivity,Natura,RP-55,,
768,RP-56,Rural,Productivity,Natura,RP-56,,
769,RP-57,Rural,Productivity,Natura,RP-57,,
770,RP-58,Rural,Productivity,Natura,RP-58,,
771,RP-59,Rural,Productivity,Natura,RP-59,,
772,RP-60,Rural,Productivity,Natura,RP-60,,
773,RP-61,Rural,Productivity,Natura,RP-61,,
774,RP-62,Rural,Productivity,Natura,RP-62,,
775,RP-63,Rural,Productivity,Natura,RP-63,,
776,RP-64,Rural,Productivity,Natura,RP-64,,
777,RP-65,Rural,Productivity,Natura,RP-65,,
778,RP-66,Rural,Productivity,Natura,RP-66,,
779,RP-67,Rural,Productivity,Natura,RP-67,,
780,RP-68,Rural,Productivity,Natura,RP-68,,
781,RP-69,Rural,Productivity,Natura,RP-69,,
782,RP-70,Rural,Productivity,Natura,RP-70,,
783,RP-71,Rural,Productivity,Natura,RP-71,,
784,RP-72,Rural,Productivity,Natura,RP-72,,
785,RP-73,Rural,Productivity,Natura,RP-73,,
786,RP-74,Rural,Productivity,Natura,RP-74,,
787,RP-75,Rural,Productivity,Natura,RP-75,,
788,RP-76,Rural,Productivity,Natura,RP-76,,
789,RP-77,Rural,Productivity,Natura,RP-77,,
790,RP-78,Rural,Productivity,Natura,RP-78,,
791,RP-79,Rural,Productivity,Natura,RP-79,,
792,RP-80,Rural,Productivity,Natura,RP-80,,
793,RP-81,Rural,Productivity,Natura,RP-81,,
794,RP-82,Rural,Productivity,Natura,RP-82,,
795,RP-83,Rural,Productivity,Natura,RP-83,,
796,RP-84,Rural,Productivity,Natura,RP-84,,
797,RS-01,Rural,Select,Natura,RS-01,,
798,RS-02,Rural,Select,Natura,RS-02,,
799,RS-03,Rural,Select,Natura,RS-03,,
800,RS-04,Rural,Select,Natura,RS-04,,
801,RS-05,Rural,Select,Natura,RS-05,,
802,RS-06,Rural,Select,Natura,RS-06,,
803,RS-07,Rural,Select,Natura,RS-07,,
804,RS-08,Rural,Select,Natura,RS-08,,
805,RS-09,Rural,Select,Natura,RS-09,,
806,RS-10,Rural,Select,Natura,RS-10,,
807,RS-11,Rural,Select,Natura,RS-11,,
808,RS-12,Rural,Select,Natura,RS-12,,
809,RS-13,Rural,Select,Natura,RS-13,,
810,RS-14,Rural,Select,Natura,RS-14,,
811,RS-15,Rural,Select,Natura,RS-15,,
812,RS-16,Rural,Select,Natura,RS-16,,
813,RS-17,Rural,Select,Natura,RS-17,,
814,RS-18,Rural,Select,Natura,RS-18 (No Revenue),,
815,RS-19,Rural,Select,Natura,RS-19 (No Revenue),,
816,RS-20,Rural,Select,Natura,RS-20,,
817,UM-01,Urban,Moderation,Natura,UM-01,,
818,UM-02,Urban,Moderation,Natura,UM-02,,
819,UM-03,Urban,Moderation,Natura,UM-03,,
820,UM-04,Urban,Moderation,Natura,UM-04,,
821,UM-05,Urban,Moderation,Natura,UM-05,,
822,UM-06,Urban,Moderation,Natura,UM-06,,
823,UM-07,Urban,Moderation,Natura,UM-07,,
824,UM-08,Urban,Moderation,Natura,UM-08,,
825,UM-09,Urban,Moderation,Natura,UM-09,,
826,UM-10,Urban,Moderation,Natura,UM-10,,
827,UM-11,Urban,Moderation,Natura,UM-11,,
828,UM-12,Urban,Moderation,Natura,UM-12,,
829,UM-13,Urban,Moderation,Natura,UM-13,,
830,UM-14,Urban,Moderation,Natura,UM-14,,
831,UM-15,Urban,Moderation,Natura,UM-15,,
832,UM-16,Urban,Moderation,Natura,UM-16,,
833,UM-17,Urban,Moderation,Natura,UM-17,,
834,UM-18,Urban,Moderation,Natura,UM-18,,
835,UM-19,Urban,Moderation,Natura,UM-19,,
836,UM-20,Urban,Moderation,Natura,UM-20,,
837,UM-21,Urban,Moderation,Natura,UM-21,,
838,UM-22,Urban,Moderation,Natura,UM-22,,
839,UM-23,Urban,Moderation,Natura,UM-23,,
840,UM-24,Urban,Moderation,Natura,UM-24,,
841,UM-25,Urban,Moderation,Natura,UM-25,,
842,UM-26,Urban,Moderation,Natura,UM-26,,
843,UM-27,Urban,Moderation,Natura,UM-27,,
844,UM-28,Urban,Moderation,Natura,UM-28,,
845,UM-29,Urban,Moderation,Natura,UM-29,,
846,UM-30,Urban,Moderation,Natura,UM-30,,
847,UM-31,Urban,Moderation,Natura,UM-31,,
848,UM-32,Urban,Moderation,Natura,UM-32,,
849,UM-33,Urban,Moderation,Natura,UM-33,,
850,UM-34,Urban,Moderation,Natura,UM-34,,
851,UM-35,Urban,Moderation,Natura,UM-35,,
852,UM-36,Urban,Moderation,Natura,UM-36,,
853,UM-37,Urban,Moderation,Natura,UM-37 (No Revenue),,
854,UM-38,Urban,Moderation,Natura,UM-38,,
855,UR-01,Urban,Regular,Natura,UR-01,,
856,UR-02,Urban,Regular,Natura,UR-02,,
857,UR-03,Urban,Regular,Natura,UR-03,,
858,UR-04,Urban,Regular,Natura,UR-04,,
859,UR-05,Urban,Regular,Natura,UR-05,,
860,UR-06,Urban,Regular,Natura,UR-06,,
861,UR-07,Urban,Regular,Natura,UR-07,,
862,UR-08,Urban,Regular,Natura,UR-08,,
863,UR-09,Urban,Regular,Natura,UR-09,,
864,UR-10,Urban,Regular,Natura,UR-10,,
865,UR-11,Urban,Regular,Natura,UR-11,,
866,UR-12,Urban,Regular,Natura,UR-12,,
867,UR-13,Urban,Regular,Natura,UR-13,,
868,UR-14,Urban,Regular,Natura,UR-14,,
869,UR-15,Urban,Regular,Natura,UR-15,,
870,UR-16,Urban,Regular,Natura,UR-16,,
871,UR-17,Urban,Regular,Natura,UR-17,,
872,UR-18,Urban,Regular,Natura,UR-18,,
873,UR-19,Urban,Regular,Natura,UR-19,,
874,UR-20,Urban,Regular,Natura,UR-20,,
875,UR-21,Urban,Regular,Natura,UR-21,,
876,UR-22,Urban,Regular,Natura,UR-22,,
877,UR-23,Urban,Regular,Natura,UR-23,,
878,UR-24,Urban,Regular,Natura,UR-24,,
879,UR-25,Urban,Regular,Natura,UR-25,,
880,UR-26,Urban,Regular,Natura,UR-26,,
881,UR-27,Urban,Regular,Natura,UR-27,,
882,UR-28,Urban,Regular,Natura,UR-28,,
883,UR-29,Urban,Regular,Natura,UR-29 (No Revenue),,
884,UR-30,Urban,Regular,Natura,UR-30 (No Revenue),,
885,UR-31,Urban,Regular,Natura,UR-31,,
886,UR-32,Urban,Regular,Natura,UR-32,,
887,UR-33,Urban,Regular,Natura,UR-33,,
888,UR-34,Urban,Regular,Natura,UR-34 (No Revenue),,
889,UR-35,Urban,Regular,Natura,UR-35,,
890,UR-36,Urban,Regular,Natura,UR-36,,
891,UR-37,Urban,Regular,Natura,UR-37,,
892,UE-01,Urban,Extreme,Natura,UE-01,,
893,UE-02,Urban,Extreme,Natura,UE-02,,
894,UE-03,Urban,Extreme,Natura,UE-03,,
895,UE-04,Urban,Extreme,Natura,UE-04,,
896,UE-05,Urban,Extreme,Natura,UE-05,,
897,UE-06,Urban,Extreme,Natura,UE-06,,
898,UE-07,Urban,Extreme,Natura,UE-07,,
899,UE-08,Urban,Extreme,Natura,UE-08,,
900,UE-09,Urban,Extreme,Natura,UE-09,,
901,UE-10,Urban,Extreme,Natura,UE-10,,
902,UE-11,Urban,Extreme,Natura,UE-11,,
903,UE-12,Urban,Extreme,Natura,UE-12,,
904,UE-13,Urban,Extreme,Natura,UE-13,,
905,UE-14,Urban,Extreme,Natura,UE-14,,
906,UE-15,Urban,Extreme,Natura,UE-15,,
907,UE-16,Urban,Extreme,Natura,UE-16,,
908,UE-17,Urban,Extreme,Natura,UE-17,,
909,UE-18,Urban,Extreme,Natura,UE-18,,
910,UE-19,Urban,Extreme,Natura,UE-19,,
911,UE-20,Urban,Extreme,Natura,UE-20,,
912,UE-21,Urban,Extreme,Natura,UE-21,,
913,UE-22,Urban,Extreme,Natura,UE-22,,
914,UE-23,Urban,Extreme,Natura,UE-23,,
915,UE-24,Urban,Extreme,Natura,UE-24,,
916,UE-25,Urban,Extreme,Natura,UE-25,,
917,UE-26,Urban,Extreme,Natura,UE-26,,
918,UE-27,Urban,Extreme,Natura,UE-27,,
919,UE-28,Urban,Extreme,Natura,UE-28,,
920,UE-29,Urban,Extreme,Natura,UE-29,,
921,UE-30,Urban,Extreme,Natura,UE-30,,
922,UE-31,Urban,Extreme,Natura,UE-31,,
923,UE-32,Urban,Extreme,Natura,UE-32,,
924,UE-33,Urban,Extreme,Natura,UE-33,,
925,UE-34,Urban,Extreme,Natura,UE-34,,
926,UE-35,Urban,Extreme,Natura,UE-35,,
927,UE-36,Urban,Extreme,Natura,UE-36,,
928,UE-37,Urban,Extreme,Natura,UE-37 (No Revenue),,
929,UE-38,Urban,Extreme,Natura,UE-38 (No Revenue),,
930,UE-39,Urban,Extreme,Natura,UE-39,,
931,UE-40,Urban,Extreme,Natura,UE-40,,
932,UE-41,Urban,Extreme,Natura,UE-41 (No Revenue),,
933,UE-42,Urban,Extreme,Natura,UE-42,,
934,UE-43,Urban,Extreme,Natura,UE-43,,
935,UE-44,Urban,Extreme,Natura,UE-44,,
936,UE-45,Urban,Extreme,Natura,UE-45,,
937,UE-46,Urban,Extreme,Natura,UE-46 (No Revenue),,
938,UC-01,Urban,Convenience,Natura,UC-01,,
939,UC-02,Urban,Convenience,Natura,UC-02,,
940,UC-03,Urban,Convenience,Natura,UC-03,,
941,UC-04,Urban,Convenience,Natura,UC-04,,
942,UC-05,Urban,Convenience,Natura,UC-05,,
943,UC-06,Urban,Convenience,Natura,UC-06,,
944,UC-07,Urban,Convenience,Natura,UC-07,,
945,UC-08,Urban,Convenience,Natura,UC-08,,
946,UC-09,Urban,Convenience,Natura,UC-09,,
947,UC-10,Urban,Convenience,Natura,UC-10,,
948,UC-11,Urban,Convenience,Natura,UC-11,,
949,UC-12,Urban,Convenience,Natura,UC-12,,
950,UC-13,Urban,Convenience,Natura,UC-13,,
951,UC-14,Urban,Convenience,Natura,UC-14,,
952,UC-15,Urban,Convenience,Natura,UC-15,,
953,UC-16,Urban,Convenience,Natura,UC-16,,
954,UC-17,Urban,Convenience,Natura,UC-17,,
955,UC-18,Urban,Convenience,Natura,UC-18,,
956,UC-19,Urban,Convenience,Natura,UC-19,,
957,UC-20,Urban,Convenience,Natura,UC-20,,
958,UC-21,Urban,Convenience,Natura,UC-21,,
959,UC-22,Urban,Convenience,Natura,UC-22,,
960,UC-23,Urban,Convenience,Natura,UC-23,,
961,UC-24,Urban,Convenience,Natura,UC-24,,
962,UC-25,Urban,Convenience,Natura,UC-25,,
963,UC-26,Urban,Convenience,Natura,UC-26,,
964,UC-27,Urban,Convenience,Natura,UC-27,,
965,UC-28,Urban,Convenience,Natura,UC-28,,
966,UC-29,Urban,Convenience,Natura,UC-29,,
